cerl_control_number|title|publication_year|language_primary|publication_place|publication_country|publisher
4721866|Comedy of errors, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721867|Comedy of errors, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721868|Annotations by Sam. Johnson and Geo. Steevens and the various commentators upon the Comedy of errors, written by Will. Shakspere [Texte imprimé|1787|English|London|England|J. Bell
4721869|The Comedy of errors, in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721870|Coriolanus, a tragedy, by Mr William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721871|Coriolanus, a tragedy, by Mr William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721872|Coriolanus, a tragedy, by Shakespeare as performed at the Theatre-royal, Drury-Lane, regulated from the prompt-book... by Mr Hopkins,... An introduction and notes... are added by the authors of the Dramatic censor. The 2d edition [Texte imprimé|1774|English|London|England|J. Bell
4721873|Coriolanus, by Will. Shakespere, printed complete from the text of Sam Johnson and Geo. Steevens, and revised from the last editions [Texte imprimé|1786|English|London|England|J. Bell
4721874|Coriolanus, by Will. Shakespere, printed complete from the text of Sam Johnson and Geo. Steevens, and revised from the last editions [Texte imprimé|1786|English|London|England|J. Bell
4721875|Coriolanus, or the Roman matron, a historical play in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721876|Cymbeline, a tragedy, by Mr William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721877|Cymbeline, a tragedy, by Shakespeare, as performed at the Theatre-royal, Drury Lane... An introduction and notes... are added by the authors of the Dramatic censor. The 2d edition [Texte imprimé|1774|English|London|England|J. Bell
4721878|Cymbeline, by Will. Shakspere, printed complete from the text of Samuel Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1786|English|London|England|J. Bell
4721879|Cymbeline, by Will. Shakspere, printed complete from the text of Samuel Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1786|English|London|England|J. Bell
4721880|Annotations by Sam. Johnson and Geo. Steevens and the various commentators upon Cymbeline, written by Will. Shakspere [Texte imprimé|1787|English|London|England|J. Bell
4721881|Cymbeline, a historical play in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721882|Hamlet, prince of Denmark, a tragedy, by Mr. Wm. Shakespear [Texte imprimé|1720|English|London|England|T. Johnson
4721883|Hamlet, prince of Denmark, a tragedy, by Mr. Wm. Shakespear [Texte imprimé|1720|English|London|England|T. Johnson
4721884|Hamlet, prince of Denmark, a tragedy... written by William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721885|Hamlet, prince of Denmark, a tragedy... written by William Shakespear [Texte imprimé|1751|English|London|England|J. and P. Knapton, T. Longman, C. Hitch
4721886|Hamlet, prince of Denmark, a tragedy, by Shakespeare, as performed at the Theatre-royal, Covent-Garden, regulated from the prompt-book... by Mr Younger,... An introduction and notes... are added by the authors of the Dramatic censor [Texte imprimé|1777|English|London|England|J. Bell
4721887|Hamlet, by Will. Shakspere ; printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721888|Hamlet, by Will. Shakspere ; printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721889|Hamlet, prince of Denmark, a tragedy in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721890|Hamlet, prince of Denmark, a tragedy in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1822|English|London|England|T. Barrois, jun
4721891|The First edition of the tragedy of Hamlet, by William Shakespeare. London, printed for N. L. [Nicholas Ling] and John Trundell, 1603 [Texte imprimé|1825|English|London|England|Payne and Foss
4721892|Hamlet, prince of Denmark, a tragedy in 5 acts, by William Shakspeare, as performed in Paris [Texte imprimé|1827|English|Paris|France|Mme Vergne
4721893|Hamlet, a tragedy in 5 acts, by William Shakspeare, printed from the acting copy, with remarks, biographical and critical by D.-G., to which are added description of the costume, cast of the characters... and the whole of the stage business, as performed at the Theatres royal, London... [Texte imprimé|1829|English|London|England|J. Cumberland
4721894|Hamlet, tragédie en 5 actes, de W. Shakspeare, conforme aux représentations données à Paris [Texte imprimé|1827|French|Paris|France|Mme Vergne
4721895|Hamlet, Prinz von Dännemark [von Shakespeare], ein Trauerspiel in 6 Aufzugen... [Texte imprimé|1777|German|Hamburg|Germany|Herold
4721896|Hamlet, Trauerspiel, in 6 Aufzügen, von William Shakespear, nach Göthes Andeutungen im Wilhelm Meister und A. W. Schlegels übersetzung für die deutsche Bühne bearbeitet, von Aug. Klingemann [Texte imprimé|1815|German|Leipzig|Germany|F. A. Brockhaus
4721897|Hamlet, treurspel, gevolgt naar het fransch [van Ducis] en naar het engelsch [van Shakespeare], door M. G. de Cambon, geb. Van der Werken. 3e druk [Texte imprimé|1786|Dutch|The Hague|Netherlands|F. J. de Age
4721898|Hamlet, treurspel [van Shakespeare], gevolgd naar het fransche van den Heere Ducis, door Ambrosius Justi Zubli [Texte imprimé|1786|Dutch|Amsterdam|Netherlands|J. Helders en A. Mars
4721899|Amleto [da Shakespeare], tragedia del signor Ducis, tradotta nal n. u. Francesco Gritti [Texte imprimé|1796|Italian|Venice|Italy|NA
4721900|The History of sir John Oldcastle, the good lord Cobham, by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721901|Julius Caesar, a tragedy, written by Mr. W. Shakespear [Texte imprimé|1720|English|London|England|printed for the Company of booksellors
4721902|Julius Caesar, a tragedy, written by Mr. W. Shakespear [Texte imprimé|1720|English|London|England|printed for the Company of booksellors
4721903|Julius Caesar, a tragedy, as it is acted at the Theatre-royal in Drury-Lane... by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721904|Julius Caesar, a tragedy by Shakespeare, as performed at the Theatre-royal, Covent Garden, regulated from the prompt-book... by Mr. Younger,... An introduction and notes... are added by the authors of the Dramatic censor. The 2d édition [Texte imprimé|1774|English|London|England|J. Bell
4721905|Julius Caesar, by Will. Shakspere, printed complete from the text of Samuel Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721906|Julius Caesar, by Will. Shakspere, printed complete from the text of Samuel Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721907|Annotations, by Sam. Johnson and Geo. Steevens and the various commentators upon Julius Caesar, written by Will. Shakspere [Texte imprimé|1787|English|London|England|J. Bell
4721908|Julius Caesar, a tragedy in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721910|Plays by... John Sheffield, duke of Buckingham [The Tragedy of Julius Caesar altered from Shakespeare and The Tragedy of Marcus Brutus] [Texte imprimé|1751|English|Glasgow|Scotland|printed by R. Urie
4721912|K. Henry IV, with the humours of Sir John Falstaff, a tragi-comedy, by Mr. W. Shakespear [Texte imprimé|1721|English|London|England|T. Johnson
4721913|K. Henry IV, with the humours of Sir John Falstaff, a tragi-comedy, by Mr. W. Shakespear [Texte imprimé|1721|English|London|England|T. Johnson
4721914|The First part of Henry IV, with the life and death of Henry sirnamed Hot-spur, by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721915|The First part of Henry IV, with the life and death of Henry sirnamed Hot-spur, by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721916|The First part of Henry IV, by Shakespeare, as performed at the Theatre-royal, Drury-Lane, regulated from the prompt-book... by Mr. Hopkins,... An introduction and notes... are added by the authors of the Dramatic censor. The 3d edition [Texte imprimé|1778|English|London|England|J. Bell
4721917|Henry IV, part I, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721918|King Henry IV, the first part, a historical play, in 5 acts, by William Shakspeare... With remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721919|The Second part of Henry IV, containing his death and the coronation of king Henry V, by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721920|The Second part of Henry IV, by Shakespeare, as performed at the Theatre-royal, Drury-Lane, regulated from the prompt-book... by Mr. Hopkins,... An introduction and notes... are added by the authors of the Dramatic censor. The 2d edition [Texte imprimé|1774|English|London|England|J. Bell
4721921|Henry IV, part II, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721922|Henry IV, part II, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721923|King Henry IV, the second part, a historical play, in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721924|The Chronicle history of Henry the fift [by Shakespeare], with his battell fought at Agin Court, in France, together with ancient Pistoll, as it hath bene sundry times playd by the Right Honourable Lord Chamberlaine his servants [Texte imprimé|1608|English|London|England|printed for T. P
4721925|The Life of Henry V, by Mr. William Shakespear [Texte imprimé|1734|English|London|England|J. Tonson
4721926|King Henry V, by Shakespeare as performed at the Theatre-royal, Covent Garden, regulated from the prompt-book... by Mr. Younger,... An introduction and notes... are added by the authors of the Dramatic censor. The 2d edition [Texte imprimé|1774|English|London|England|J. Bell
4721927|Henry V, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721928|Henry V, by Will. Shakspere, printed complete from the text of Sam. Johnson and Geo. Steevens and revised from the last editions [Texte imprimé|1785|English|London|England|J. Bell
4721929|King Henry V, a historical play, in 5 acts, by William Shakspeare... with remarks by Mrs. Inchbald [Texte imprimé|1808|English|London|England|Longman, Hurst, Rees and Orme
4721930|King Henry V, an historical play, in 5 acts, by William Shakspeare, printed from the acting copy, with remarks, biographical and critical, by D.-G. [George Daniel], to which are added a description of the costume, cast of the characters... and the whole of the stage business as performed at the Theatres royal, London... [Texte imprimé|1829|English|London|England|J. Cumberland
